itm_id,branch_stock_from_branch,branch_stock_from_main,diff
102677,2,3,-1
102679,3,0,3
102699,2,0,2
102742,12,14,-2
102748,3,0,3
102798,0,32,-32
102928,7,10,-3
102932,2,1,1
102981,2,3,-1
103050,14,0,14
103101,0,3,-3
103106,2,0,2
103153,29,32,-3
103243,2,0,2
103246,7,8,-1
103247,13,17,-4
103271,0,1,-1
103272,2,3,-1
103276,1,3,-2
103277,1,0,1
103300,5,1,4
103355,4,6,-2
103367,3,4,-1
103370,2,0,2
103374,17,18,-1
103381,8,5,3
103434,2,9,-7
103483,3,1,2
103535,1,0,1
103541,1,2,-1
103595,0,1,-1
103702,6,3,3
103717,21,24,-3
103791,1,2,-1
103798,78,4,74
103891,5,0,5
103895,2,1,1
103986,42,56,-14
104065,0,2,-2
104072,4,3,1
104096,21,24,-3
104132,0,2,-2
104134,8,14,-6
104158,0,1,-1
104177,30,40,-10
104190,25,8,17
104228,8,13,-5
104257,0,1,-1
104260,1,3,-2
104272,6,4,2
104273,10,7,3
104310,2,0,2
104315,3,4,-1
104319,8,14,-6
104320,1,3,-2
104338,0,1,-1
104349,0,1,-1
104350,0,2,-2
104369,0,1,-1
104432,0,1,-1
104450,6,7,-1
104455,0,3,-3
104502,72,30,42
104503,13.13,12.38,0.75
104548,0,2,-2
104627,107,111,-4
104630,0,1,-1
104645,2,3,-1
104652,1,2,-1
104714,19,20,-1
104879,0,2,-2
104883,1,0,1
104886,1,2,-1
104893,1,2,-1
104957,0,1,-1
104990,0,1,-1
105013,7,8,-1
105027,9,19,-10
105109,2,0,2
105123,0,1,-1
105124,0,10,-10
105142,0,1,-1
105143,1,2,-1
105154,6,8,-2
105166,4,2,2
105217,1,2,-1
105222,26,5,21
105250,14,21,-7
105306,80,102,-22
105315,2,3,-1
105326,5,6,-1
105363,1,2,-1
105369,0,3,-3
105440,1,2,-1
105500,1,2,-1
105574,0,6,-6
105583,20,29,-9
105596,3,1,2
105611,15,30,-15
105618,0,2,-2
105637,0,1,-1
105682,5,7,-2
105731,31,64,-33
105753,2,0,2
105771,5,2,3
105775,0,2,-2
105811,32,37,-5
105930,8,11,-3
105958,4,5,-1
105961,1,0,1
105964,29,0,29
105990,24,0,24
105996,0,1,-1
106084,5,9,-4
106174,62,80,-18
106180,15,12,3
106192,1,2,-1
106261,1,2,-1
106286,42,84,-42
106426,0,8,-8
106427,0,3,-3
106428,0,4,-4
106431,1,2,-1
106440,0,1,-1
106462,8,10,-2
106483,2,1,1
106516,61,74,-13
106526,6,7,-1
106540,0,1,-1
106585,0,2,-2
106670,1,2,-1
106672,3,5,-2
106673,3,0,3
106674,8,7,1
106696,0,6,-6
106697,1,4,-3
106735,5,6,-1
106807,2,0,2
106857,4,3,1
106888,1,2,-1
106922,1,2,-1
106933,4,2,2
106979,3,0,3
106983,2,3,-1
107006,1,2,-1
107059,0,2,-2
107104,8,0,8
107129,1,3,-2
107130,1,0,1
107179,3,7,-4
107183,3,5,-2
107185,1,0,1
107202,6,7,-1
107204,4,7,-3
107247,17,19,-2
107313,6,0,6
107418,120,187,-67
107432,1,2,-1
107435,9,3,6
107440,6,10,-4
107455,1,2,-1
107462,193,269,-76
107509,0,1,-1
107538,1,0,1
107550,2,4,-2
107555,12,13,-1
107572,2,0,2
107576,1,2,-1
107577,0,1,-1
107638,0,1,-1
107648,5,6,-1
107651,9,10,-1
107686,17,9,8
107688,1,3,-2
107690,12,6,6
107725,2,3,-1
107727,0,1,-1
107730,1,3,-2
107760,2,1,1
107769,3,5,-2
107787,6,0,6
107788,11,12,-1
107862,195,37,158
107868,4,7,-3
107869,267,294,-27
107899,2,4,-2
107900,8,12,-4
107956,2,0,2
107961,0,22,-22
107963,4,6,-2
107991,3,4,-1
108033,3,1,2
108035,11,12,-1
108052,5,7,-2
108056,5,0,5
108116,1,0,1
108121,7,9,-2
108132,1,0,1
108281,1,2,-1
108286,0,0.67,-0.67
108322,1,2,-1
108325,60,20,40
108389,66,131,-65
108410,1,2,-1
108424,13,2,11
108429,3,5.5,-2.5
108467,2,0,2
108469,0,1,-1
108494,4,0,4
108498,28,14,14
108609,5,6,-1
108669,3,0,3
108728,1,7,-6
108814,20,10,10
108856,2,4,-2
108900,0,6,-6
108942,18,19,-1
109017,11,20,-9
109029,3,4,-1
109038,4,6,-2
109087,2,4,-2
109090,12,3,9
109091,9,13,-4
109094,55,196,-141
109162,12,0,12
109192,0,1,-1
109265,0,1,-1
109368,6.01,1,5.01
109394,0,1,-1
109402,26,28,-2
109410,8,11,-3
109421,0,2,-2
109537,0,1,-1
109564,3,0,3
109592,9,10,-1
109645,21,1,20
109679,2,3,-1
109680,4,6,-2
109726,3,11,-8
109784,0,1,-1
109841,12.98,18.98,-6
109851,0,1,-1
109859,6,2,4
109912,2,5,-3
109926,7,0,7
109937,1,4,-3
110031,7,8,-1
110044,1,0,1
110048,2,1,1
110064,1,2,-1
110110,2,6,-4
110146,0,1,-1
110153,72,2,70
110174,3,5,-2
110175,5,2,3
110196,8,11,-3
110210,10,12,-2
110213,1,2,-1
110220,23,24,-1
110227,8,1,7
110282,46,52,-6
110289,1,0,1
110347,2,3,-1
110407,2,0,2
110418,0,1,-1
110511,11,12,-1
110557,6,0,6
110587,1,19,-18
110612,56,89,-33
110618,1,0,1
110620,2,3,-1
110682,2,0,2
110712,0,12,-12
110718,1,2,-1
110833,1,2,-1
110839,4,5,-1
110888,0,1,-1
110924,2,9,-7
110985,0,6,-6
111001,0,1,-1
111009,2,1,1
111175,700,70,630
111211,9,25,-16
111262,1,0,1
111263,2,1,1
111273,2,0,2
111293,0,1,-1
111337,12,24,-12
111346,0,2,-2
111366,1,2,-1
111384,1,3,-2
111385,3,0,3
111388,3,0,3
111448,60,30,30
111457,56,67,-11
111461,20,22,-2
111492,2,0,2
111553,23,30,-7
111557,6,4,2
111592,76,24,52
111602,0,2,-2
111608,1,0,1
111614,1,0,1
111678,7,8,-1
111796,2,3,-1
111836,1,0,1
111851,41,39,2
111852,17,20,-3
111930,48,32,16
111932,4,5,-1
111959,1,2,-1
112010,203.33,252.33,-49
112054,1,2,-1
112110,0,1,-1
112113,8,10,-2
112211,7,8,-1
112213,15,0,15
112261,1,0,1
112284,0,9,-9
112301,10,0,10
112308,1,2,-1
112368,3,0,3
112370,1,2,-1
112409,6,7,-1
112444,0,3,-3
112461,1,0,1
112487,5,3,2
112488,1,2,-1
112501,2,5,-3
112529,1,0,1
112684,1,2,-1
112686,0,2,-2
112698,2,0,2
112714,5,1,4
112732,0,1,-1
112736,9,5,4
112759,1,2,-1
112764,9,7,2
112785,3,0,3
112899,1,2,-1
112995,3,4,-1
112996,0,1,-1
113002,1,0,1
113019,0,2,-2
113026,1,2,-1
113115,14,18,-4
113147,0,1,-1
113153,4,5,-1
113163,0,2,-2
113180,2,5,-3
113183,4,1,3
113188,6,7,-1
113322,1,0,1
113325,29,32,-3
113392,2,0,2
113432,1,2,-1
113455,4,5,-1
113460,2,0,2
113667,2,5,-3
113695,2,3,-1
113707,4,7,-3
113723,2,0,2
113775,4,0,4
113948,3,4,-1
113951,0,2,-2
113995,8,14,-6
114187,1,3,-2
114215,8,11,-3
114218,0,1,-1
114411,3,6,-3
114412,3,4,-1
114446,0,1,-1
114456,0,1,-1
114509,0,2,-2
114522,1,2,-1
114531,1632.05,2183.98,-551.93
114536,2,3,-1
114549,3,4,-1
114558,3,4,-1
114567,37,53,-16
114598,2,3,-1
114605,1,3,-2
114642,1,2,-1
114646,2,3,-1
114837,15,11,4
114987,1,0,1
114996,62,64,-2
115008,3,2,1
115030,24,41,-17
115033,3,2,1
115042,1,0,1
115139,6,10,-4
115195,4,0,4
115201,16,20,-4
115233,3,0,3
115307,1,2,-1
115340,5,6,-1
115369,2,0,2
115449,42,0,42
115481,2,1,1
115647,1,2,-1
115705,0,4,-4
115738,1,2,-1
115751,74,83,-9
115769,0,1,-1
115879,4,9,-5
115927,12,0,12
115942,3,1,2
115968,100,140,-40
115989,2,11,-9
116023,3,0,3
116065,2,0,2
116112,23,0,23
116181,0,1,-1
116326,1,0,1
116337,2,0,2
116349,1,0,1
116388,0,1,-1
116399,4,5,-1
116501,13,14,-1
116624,6,2,4
116630,0,1,-1
116672,0,2,-2
116682,0,3,-3
116697,1,2,-1
116959,0,1,-1
117184,13,26,-13
117210,5,1,4
117252,2,3,-1
117372,2,0,2
117554,96,0,96
117589,2,0,2
117729,5,0,5
117832,3,0,3
